項目,世帯区分,年間収入五分位,時期,値,単位
可処分所得,勤労者世帯,年収五分位3,2008000406,378588,円
可処分所得,勤労者世帯,年収五分位3,2008000709,366289,円
可処分所得,勤労者世帯,年収五分位3,2008001012,468737,円
可処分所得,勤労者世帯,年収五分位3,2009000103,316422,円
可処分所得,勤労者世帯,年収五分位3,2009000406,351565,円
可処分所得,勤労者世帯,年収五分位3,2009000709,333086,円
可処分所得,勤労者世帯,年収五分位3,2009001012,421858,円
可処分所得,勤労者世帯,年収五分位3,2010000103,314021,円
可処分所得,勤労者世帯,年収五分位3,2010000406,365088,円
可処分所得,勤労者世帯,年収五分位3,2010000709,343853,円
可処分所得,勤労者世帯,年収五分位3,2010001012,433060,円
可処分所得,勤労者世帯,年収五分位3,2011000103,312598,円
可処分所得,勤労者世帯,年収五分位3,2011000406,355756,円
可処分所得,勤労者世帯,年収五分位3,2011000709,337530,円
可処分所得,勤労者世帯,年収五分位3,2011001012,409357,円
可処分所得,勤労者世帯,年収五分位3,2012000103,325255,円
可処分所得,勤労者世帯,年収五分位3,2012000406,366168,円
可処分所得,勤労者世帯,年収五分位3,2012000709,335851,円
可処分所得,勤労者世帯,年収五分位3,2012001012,412244,円
可処分所得,勤労者世帯,年収五分位3,2013000103,308963,円
可処分所得,勤労者世帯,年収五分位3,2013000406,354934,円
可処分所得,勤労者世帯,年収五分位3,2013000709,329773,円
可処分所得,勤労者世帯,年収五分位3,2013001012,409128,円
可処分所得,勤労者世帯,年収五分位3,2014000103,319384,円
可処分所得,勤労者世帯,年収五分位3,2014000406,368522,円
可処分所得,勤労者世帯,年収五分位3,2014000709,339194,円
可処分所得,勤労者世帯,年収五分位3,2014001012,429298,円
可処分所得,勤労者世帯,年収五分位3,2015000103,321694,円
可処分所得,勤労者世帯,年収五分位3,2015000406,351633,円
可処分所得,勤労者世帯,年収五分位3,2015000709,324461,円
可処分所得,勤労者世帯,年収五分位3,2015001012,426601,円
可処分所得,勤労者世帯,年収五分位3,2016000103,316887,円
可処分所得,勤労者世帯,年収五分位3,2016000406,346378,円
可処分所得,勤労者世帯,年収五分位3,2016000709,323699,円
可処分所得,勤労者世帯,年収五分位3,2016001012,404584,円
可処分所得,勤労者世帯,年収五分位3,2017000103,311204,円
可処分所得,勤労者世帯,年収五分位3,2017000406,351305,円
可処分所得,勤労者世帯,年収五分位3,2017000709,334429,円
可処分所得,勤労者世帯,年収五分位3,2017001012,432252,円
可処分所得,勤労者世帯,年収五分位3,2018000103,331941,円
可処分所得,勤労者世帯,年収五分位3,2018000406,374946,円
可処分所得,勤労者世帯,年収五分位3,2018000709,363775,円
可処分所得,勤労者世帯,年収五分位3,2018001012,459325,円
可処分所得,勤労者世帯,年収五分位3,2019000103,347365,円
可処分所得,勤労者世帯,年収五分位3,2019000406,391120,円
可処分所得,勤労者世帯,年収五分位3,2019000709,362758,円
可処分所得,勤労者世帯,年収五分位3,2019001012,457743,円
可処分所得,勤労者世帯,年収五分位3,2020000103,338926,円
可処分所得,勤労者世帯,年収五分位3,2020000406,447375,円
可処分所得,勤労者世帯,年収五分位3,2020000709,364292,円
可処分所得,勤労者世帯,年収五分位3,2020001012,436041,円
可処分所得,勤労者世帯,年収五分位3,2021000103,337326,円
可処分所得,勤労者世帯,年収五分位3,2021000406,411616,円
可処分所得,勤労者世帯,年収五分位3,2021000709,372017,円
可処分所得,勤労者世帯,年収五分位3,2021001012,466839,円
可処分所得,勤労者世帯,年収五分位3,2022000103,340569,円
可処分所得,勤労者世帯,年収五分位3,2022000406,424090,円
可処分所得,勤労者世帯,年収五分位3,2022000709,357074,円
可処分所得,勤労者世帯,年収五分位3,2022001012,473007,円
可処分所得,勤労者世帯,年収五分位3,2023000103,348431,円
可処分所得,勤労者世帯,年収五分位3,2023000406,398168,円
可処分所得,勤労者世帯,年収五分位3,2023000709,355804,円
可処分所得,勤労者世帯,年収五分位3,2023001012,442756,円
可処分所得,勤労者世帯,年収五分位3,2024000103,335695,円
可処分所得,勤労者世帯,年収五分位3,2024000406,419681,円
可処分所得,勤労者世帯,年収五分位3,2024000709,376975,円
可処分所得,勤労者世帯,年収五分位3,2024001012,472095,円
可処分所得,勤労者世帯,年収五分位3,2025000103,334526,円
可処分所得,勤労者世帯,年収五分位3,2025000406,432113,円
可処分所得,勤労者世帯,年収五分位3,2025000709,387124,円
可処分所得,勤労者世帯,年収五分位3,2025001012,518224,円
可処分所得,勤労者世帯,年収五分位3,2026000103,361837,円
可処分所得,勤労者世帯,年収五分位4,2000000103,434980,円
可処分所得,勤労者世帯,年収五分位4,2000000406,502567,円
可処分所得,勤労者世帯,年収五分位4,2000000709,475939,円
可処分所得,勤労者世帯,年収五分位4,2000001012,615270,円
可処分所得,勤労者世帯,年収五分位4,2001000103,420804,円
可処分所得,勤労者世帯,年収五分位4,2001000406,502857,円
可処分所得,勤労者世帯,年収五分位4,2001000709,458106,円
可処分所得,勤労者世帯,年収五分位4,2001001012,604883,円
可処分所得,勤労者世帯,年収五分位4,2002000103,426036,円
可処分所得,勤労者世帯,年収五分位4,2002000406,492713,円
可処分所得,勤労者世帯,年収五分位4,2002000709,449341,円
可処分所得,勤労者世帯,年収五分位4,2002001012,586035,円
可処分所得,勤労者世帯,年収五分位4,2003000103,406105,円
可処分所得,勤労者世帯,年収五分位4,2003000406,474544,円
可処分所得,勤労者世帯,年収五分位4,2003000709,450550,円
可処分所得,勤労者世帯,年収五分位4,2003001012,566394,円
可処分所得,勤労者世帯,年収五分位4,2004000103,420056,円
可処分所得,勤労者世帯,年収五分位4,2004000406,490893,円
可処分所得,勤労者世帯,年収五分位4,2004000709,460300,円
可処分所得,勤労者世帯,年収五分位4,2004001012,566367,円
可処分所得,勤労者世帯,年収五分位4,2005000103,406613,円
可処分所得,勤労者世帯,年収五分位4,2005000406,480101,円
可処分所得,勤労者世帯,年収五分位4,2005000709,425787,円
可処分所得,勤労者世帯,年収五分位4,2005001012,558683,円
可処分所得,勤労者世帯,年収五分位4,2006000103,388620,円
可処分所得,勤労者世帯,年収五分位4,2006000406,451784,円
可処分所得,勤労者世帯,年収五分位4,2006000709,449544,円
可処分所得,勤労者世帯,年収五分位4,2006001012,571615,円
可処分所得,勤労者世帯,年収五分位4,2007000103,394279,円
可処分所得,勤労者世帯,年収五分位4,2007000406,473364,円
可処分所得,勤労者世帯,年収五分位4,2007000709,436720,円
可処分所得,勤労者世帯,年収五分位4,2007001012,574526,円
可処分所得,勤労者世帯,年収五分位4,2008000103,406051,円
可処分所得,勤労者世帯,年収五分位4,2008000406,462526,円
可処分所得,勤労者世帯,年収五分位4,2008000709,423830,円
可処分所得,勤労者世帯,年収五分位4,2008001012,573508,円
可処分所得,勤労者世帯,年収五分位4,2009000103,383388,円
可処分所得,勤労者世帯,年収五分位4,2009000406,443387,円
可処分所得,勤労者世帯,年収五分位4,2009000709,423745,円
可処分所得,勤労者世帯,年収五分位4,2009001012,541064,円
可処分所得,勤労者世帯,年収五分位4,2010000103,387707,円
可処分所得,勤労者世帯,年収五分位4,2010000406,461469,円
可処分所得,勤労者世帯,年収五分位4,2010000709,422269,円
可処分所得,勤労者世帯,年収五分位4,2010001012,541515,円
可処分所得,勤労者世帯,年収五分位4,2011000103,383860,円
可処分所得,勤労者世帯,年収五分位4,2011000406,437315,円
可処分所得,勤労者世帯,年収五分位4,2011000709,406851,円
可処分所得,勤労者世帯,年収五分位4,2011001012,537308,円
可処分所得,勤労者世帯,年収五分位4,2012000103,381152,円
可処分所得,勤労者世帯,年収五分位4,2012000406,444695,円
可処分所得,勤労者世帯,年収五分位4,2012000709,410827,円
可処分所得,勤労者世帯,年収五分位4,2012001012,527899,円
可処分所得,勤労者世帯,年収五分位4,2013000103,387315,円
可処分所得,勤労者世帯,年収五分位4,2013000406,451161,円
可処分所得,勤労者世帯,年収五分位4,2013000709,415854,円
可処分所得,勤労者世帯,年収五分位4,2013001012,533529,円
可処分所得,勤労者世帯,年収五分位4,2014000103,385732,円
可処分所得,勤労者世帯,年収五分位4,2014000406,452218,円
可処分所得,勤労者世帯,年収五分位4,2014000709,402394,円
可処分所得,勤労者世帯,年収五分位4,2014001012,551463,円
可処分所得,勤労者世帯,年収五分位4,2015000103,400179,円
可処分所得,勤労者世帯,年収五分位4,2015000406,451363,円
可処分所得,勤労者世帯,年収五分位4,2015000709,419519,円
可処分所得,勤労者世帯,年収五分位4,2015001012,520630,円
可処分所得,勤労者世帯,年収五分位4,2016000103,383862,円
可処分所得,勤労者世帯,年収五分位4,2016000406,430592,円
可処分所得,勤労者世帯,年収五分位4,2016000709,401681,円
可処分所得,勤労者世帯,年収五分位4,2016001012,533732,円
可処分所得,勤労者世帯,年収五分位4,2017000103,376075,円
可処分所得,勤労者世帯,年収五分位4,2017000406,455337,円
可処分所得,勤労者世帯,年収五分位4,2017000709,421234,円
可処分所得,勤労者世帯,年収五分位4,2017001012,545726,円
可処分所得,勤労者世帯,年収五分位4,2018000103,395418,円
可処分所得,勤労者世帯,年収五分位4,2018000406,463703,円
可処分所得,勤労者世帯,年収五分位4,2018000709,426248,円
可処分所得,勤労者世帯,年収五分位4,2018001012,566229,円
可処分所得,勤労者世帯,年収五分位4,2019000103,405994,円
可処分所得,勤労者世帯,年収五分位4,2019000406,508663,円
可処分所得,勤労者世帯,年収五分位4,2019000709,428901,円
可処分所得,勤労者世帯,年収五分位4,2019001012,585496,円
可処分所得,勤労者世帯,年収五分位4,2020000103,415544,円
可処分所得,勤労者世帯,年収五分位4,2020000406,561434,円
可処分所得,勤労者世帯,年収五分位4,2020000709,475073,円
可処分所得,勤労者世帯,年収五分位4,2020001012,572737,円
可処分所得,勤労者世帯,年収五分位4,2021000103,395670,円
可処分所得,勤労者世帯,年収五分位4,2021000406,515112,円
可処分所得,勤労者世帯,年収五分位4,2021000709,456308,円
可処分所得,勤労者世帯,年収五分位4,2021001012,587617,円
可処分所得,勤労者世帯,年収五分位4,2022000103,418039,円
可処分所得,勤労者世帯,年収五分位4,2022000406,507612,円
可処分所得,勤労者世帯,年収五分位4,2022000709,467037,円
可処分所得,勤労者世帯,年収五分位4,2022001012,636231,円
可処分所得,勤労者世帯,年収五分位4,2023000103,420081,円
可処分所得,勤労者世帯,年収五分位4,2023000406,508285,円
可処分所得,勤労者世帯,年収五分位4,2023000709,452300,円
可処分所得,勤労者世帯,年収五分位4,2023001012,582550,円
可処分所得,勤労者世帯,年収五分位4,2024000103,424842,円
可処分所得,勤労者世帯,年収五分位4,2024000406,547064,円
可処分所得,勤労者世帯,年収五分位4,2024000709,480469,円
可処分所得,勤労者世帯,年収五分位4,2024001012,619093,円
